ORF1	ORF2	ORF3	ORF4	ORF5	ORF6
YDR405W	YIL073C	YJL112W	none	none	none
YDR405W	YIL073C	YMR243C	none	none	none
YDR405W	YIL073C	YIL072W	none	none	none
YDR405W	YIL073C	YGL065C	none	none	none
YDR405W	YIL073C	YKL151C	none	none	none
YDR405W	YIL073C	YCL044C	none	none	none
YDR405W	YIL073C	YMR115W	none	none	none
YDR405W	YIL073C	YJR118C	none	none	none
YPL140C	YOR046C	YDL207W	none	none	none
YDR280W	YNR024W	YOR046C	none	none	none
YNR019W	YPL227C	YMR272C	none	none	none
YDR027C	YAL030W	YER143W	none	none	none
YGL237C	YNR031C	YPR085C	none	none	none
YGL237C	YNR031C	YJL128C	none	none	none
YGL237C	YNR031C	YIL147C	none	none	none
YGL237C	YNR031C	YGR287C	none	none	none
YGR278W	YPR101W	YKL095W	none	none	none
YGR278W	YDR416W	YKL095W	none	none	none
YGR278W	YPR101W	YCR063W	none	none	none
YGR278W	YPR101W	YDR088C	none	none	none
YGR278W	YPR101W	YDR482C	none	none	none
YGR278W	YDR416W	YDR074W	none	none	none
YGR278W	YKL095W	YNL245C	none	none	none
YGR278W	YKL095W	YCR063W	none	none	none
YGR278W	YKL095W	YDR482C	none	none	none
YGR278W	YMR288W	YGL174W	none	none	none
YGR278W	YKR086W	YDR088C	none	none	none
YGR278W	YKR086W	YDR482C	none	none	none
YER094C	YCR076C	YBR173C	none	none	none
YER094C	YBR173C	YLR199C	none	none	none
YER094C	YBR173C	YKL206C	none	none	none
YJR093C	YPR074C	YBR117C	none	none	none
YJR093C	YHR185C	YIL007C	none	none	none
YKR020W	YBL103C	YIR023W	none	none	none
YOR284W	YAL048C	YOL009C	none	none	none
YDR277C	YDR456W	YGR216C	none	none	none
YLR207W	YLR056W	YNL280C	none	none	none
YJR131W	YBR255C-A	YJL166W	none	none	none
YJR131W	YBR255C-A	YNR018W	none	none	none
YHR051W	YOR065W	YNR018W	none	none	none
YGR116W	YBR236C	YPR133C	none	none	none
YGR116W	YBR193C	YNR035C	none	none	none
YGR116W	YNL049C	YPL085W	none	none	none
YOL081W	YNL098C	YBR140C	none	none	none
YOL081W	YNL098C	YAL056W	none	none	none
YOL081W	YBR140C	YAL056W	none	none	none
YOL081W	YNL098C	YLR246W	none	none	none
YKL020C	YML013W	YGR082W	none	none	none
YBR177C	YML086C	YJL153C	none	none	none
YDR316W	YGR041W	YOR301W	none	none	none
YGR105W	YMR123W	YCL005W-A	none	none	none
YHR041C	YPR056W	YKR062W	none	none	none
YJL044C	YDR456W	YGR216C	none	none	none
YOR370C	YNL093W	YML051W	none	none	none
YOR370C	YML051W	YOL067C	none	none	none
YOR370C	YML051W	YCR065W	none	none	none
YER017C	YGR231C	YCL044C	none	none	none
YER017C	YGR231C	YMR115W	none	none	none
YER017C	YGR231C	YPR024W	none	none	none
YER017C	YCL044C	YMR115W	none	none	none
YER017C	YMR115W	YPR024W	none	none	none
YER017C	YGR231C	YBR262C	none	none	none
YER017C	YPR024W	YGR181W	none	none	none
YER017C	YPR024W	YPR140W	none	none	none
YLR450W	YHR133C	YML075C	none	none	none
YLR450W	YHR133C	YBR110W	none	none	none
YLR450W	YHR133C	YGL012W	none	none	none
YIL034C	YER071C	YFR016C	none	none	none
YIL034C	YGR223C	YCR091W	none	none	none
YJR102C	YPL065W	YGL045W	none	none	none
YJR102C	YCR065W	YML051W	none	none	none
YGL092W	YKR082W	YER105C	none	none	none
YGL092W	YKR082W	YKL186C	none	none	none
YGL092W	YKR082W	YDL207W	none	none	none
YGL092W	YKR082W	YML103C	none	none	none
YGL092W	YKR082W	YBL079W	none	none	none
YGL092W	YER105C	YKL186C	none	none	none
YGL092W	YER105C	YDL207W	none	none	none
YGL092W	YER105C	YML103C	none	none	none
YGL092W	YER105C	YBL079W	none	none	none
YGL092W	YKL186C	YDL207W	none	none	none
YGL092W	YKL186C	YML103C	none	none	none
YGL092W	YKL186C	YBL079W	none	none	none
YGL092W	YDL207W	YML103C	none	none	none
YGL092W	YDL207W	YBL079W	none	none	none
YGL092W	YML103C	YBL079W	none	none	none
YGL092W	YKR082W	YHR036W	none	none	none
YGL092W	YDL207W	YOR046C	none	none	none
YGL092W	YML103C	YHR036W	none	none	none
YNL314W	YIR023W	YBL103C	none	none	none
YDR044W	YGR087C	YPL022W	none	none	none
YDR044W	YGR087C	YBL036C	none	none	none
YMR089C	YGR231C	YGL167C	none	none	none
YMR089C	YGR231C	YBR262C	none	none	none
YNL245C	YKR086W	YDR482C	none	none	none
YBL074C	YDL214C	YHL018W	none	none	none
YFR042W	YOR336W	YAL058W	none	none	none
YNL001W	YGR118W	YIL073C	none	none	none
YDR179C	YKL168C	YMR196W	none	none	none
YIL008W	YHR111W	YML110C	none	none	none
YGR099W	YKL033W	YHR034C	none	none	none
YDR482C	YKR086W	YBR188C	none	none	none
YDR482C	YKR086W	YDR163W	none	none	none
YMR004W	YML051W	YGR146C	none	none	none
YHR072W	YLR056W	YMR015C	none	none	none
YHR072W	YLR056W	YLL012W	none	none	none
YHR072W	YMR015C	YLL012W	none	none	none
YER174C	YDR098C	YHR205W	none	none	none
YER174C	YDR098C	YAL046C	none	none	none
YER174C	YHR205W	YAL046C	none	none	none
YER174C	YHR205W	YDR490C	none	none	none
YER174C	YAL046C	YOR196C	none	none	none
YNL217W	YOR099W	YOL132W	none	none	none
YDL171C	YNR019W	YMR175W	none	none	none
YGL209W	YLR193C	YKL053C-A	none	none	none
YML029W	YNL294C	YJL134W	none	none	none
YKR028W	YNL106C	YGR161C	none	none	none
YKR028W	YGL237C	YPR085C	none	none	none
YKR028W	YNL106C	YBR234C	none	none	none
YKR028W	YNL106C	YPR036W	none	none	none
YKR028W	YNL106C	YEL060C	none	none	none
YKR028W	YNL106C	YDR279W	none	none	none
YER038C	YIR002C	YKR031C	none	none	none
YER038C	YIR002C	YGR042W	none	none	none
YGR215W	YJL131C	YDR494W	none	none	none
YER116C	YCR039C	YMR043W	none	none	none
YNR026C	YCL001W	YPL227C	none	none	none
YGR134W	YDR536W	YKR036C	none	none	none
YDR062W	YBR058C-A	YBR036C	none	none	none
YDR062W	YBR036C	YJL196C	none	none	none
YDR062W	YBR036C	YDR307W	none	none	none
YIR001C	YCL043C	YMR297W	none	none	none
YER027C	YER129W	YDR422C	none	none	none
YCR063W	YDR482C	YIL018W	none	none	none
YCR063W	YDR482C	YMR240C	none	none	none
YCR063W	YKR086W	YDR088C	none	none	none
YLL009C	YGR235C	YBR262C	none	none	none
YDR259C	YNL092W	YML037C	none	none	none
YDR259C	YIL153W	YHR205W	none	none	none
YDR259C	YGL181W	YHR177W	none	none	none
YPL234C	YGR105W	YMR123W	none	none	none
YAL029C	YGL213C	YJL136C	none	none	none
YNL027W	YOL001W	YMR165C	none	none	none
YOL045W	YBR177C	YGR082W	none	none	none
YPL002C	YKL041W	YCR065W	none	none	none
YDR488C	YHR129C	YLL049W	none	none	none
YNL232W	YOR076C	YDR398W	none	none	none
YNL232W	YOR076C	YIR035C	none	none	none
YNL232W	YDR398W	YIR035C	none	none	none
YNL232W	YOR076C	YGL213C	none	none	none
YNL232W	YDR398W	YDR236C	none	none	none
YNL232W	YNR024W	YIL079C	none	none	none
YIL124W	YBR177C	YGR082W	none	none	none
YPR198W	YCL025C	YOR079C	none	none	none
YPR198W	YOR079C	YGR295C	none	none	none
YFR011C	YBR262C	YNL100W	none	none	none
YFR011C	YBR262C	YGR231C	none	none	none
YLR131C	YNL157W	YFL033C	none	none	none
YLR131C	YNL157W	YML017W	none	none	none
YDR361C	YPL208W	YMR021C	none	none	none
YDR361C	YPL208W	YER117W	none	none	none
YDR361C	YMR021C	YER117W	none	none	none
YIL046W	YDR139C	YML082W	none	none	none
YIL046W	YDR139C	YNL281W	none	none	none
YDR443C	YOR140W	YHR067W	none	none	none
YLL011W	YDL200C	YGR184C	none	none	none
YLL011W	YDL200C	YEL024W	none	none	none
YKL095W	YNL245C	YCR063W	none	none	none
YKL095W	YNL245C	YDR482C	none	none	none
YKL095W	YNL245C	YBR188C	none	none	none
YKL095W	YNL245C	YDR163W	none	none	none
YKL095W	YCR063W	YDR482C	none	none	none
YKL095W	YCR063W	YBR188C	none	none	none
YKL095W	YCR063W	YDR163W	none	none	none
YKL095W	YDR482C	YBR188C	none	none	none
YKL095W	YDR482C	YDR163W	none	none	none
YKL095W	YBR188C	YDR163W	none	none	none
YPL265W	YCL025C	YML038C	none	none	none
YHL042W	YDR456W	YGR216C	none	none	none
YDR245W	YGL167C	YBR085W	none	none	none
YDR245W	YGL167C	YPR185W	none	none	none
YDR245W	YGL167C	YER040W	none	none	none
YDR245W	YGL167C	YGR231C	none	none	none
YDR245W	YGL167C	YIL146C	none	none	none
YMR015C	YGL012W	YNL280C	none	none	none
YNL052W	YOR065W	YJL003W	none	none	none
YDR022C	YGL167C	YIL146C	none	none	none
YGL043W	YOL005C	YDL115C	none	none	none
YGL043W	YOL005C	YER139C	none	none	none
YDL155W	YER107C	YML103C	none	none	none
YDR383C	YML051W	YOR370C	none	none	none
YGR082W	YML013W	YBR177C	none	none	none
YGR082W	YML013W	YLR168C	none	none	none
YGR082W	YBR177C	YLR168C	none	none	none
YGR082W	YML013W	YDR057W	none	none	none
YGR082W	YML013W	YLR207W	none	none	none
YGR082W	YML013W	YNL155W	none	none	none
YGR082W	YLR168C	YKL053C-A	none	none	none
YDR207C	YML099C	YGR122W	none	none	none
YDR207C	YOR355W	YDL012C	none	none	none
YDR207C	YOR355W	YNL091W	none	none	none
YGR195W	YNR024W	YOR046C	none	none	none
YNL230C	YOR017W	YJL065C	none	none	none
YNL230C	YOR017W	YBL009W	none	none	none
YMR202W	YNL280C	YLR056W	none	none	none
YDR456W	YPR079W	YLR360W	none	none	none
YHL018W	YDL214C	YMR111C	none	none	none
YGR196C	YNL094W	YOR043W	none	none	none
YLL048C	YCR061W	YDL035C	none	none	none
YJL001W	YBR173C	YKL206C	none	none	none
YDL052C	YLR144C	YML013W	none	none	none
YHR098C	YDR517W	YNL049C	none	none	none
YHR098C	YNL289W	YGL181W	none	none	none
YOL097C	YGL253W	YMR291W	none	none	none
YOL097C	YGL253W	YKL038W	none	none	none
YDR088C	YKR086W	YDR482C	none	none	none
YDR088C	YKR086W	YBR188C	none	none	none
YER009W	YOL128C	YKR055W	none	none	none
YOR157C	YFL007W	YBR173C	none	none	none
YOR157C	YFL007W	YPL144W	none	none	none
YOR157C	YFL007W	YLR021W	none	none	none
YOR157C	YFL007W	YDR179W-A	none	none	none
YOR157C	YBR173C	YPL144W	none	none	none
YOR157C	YBR173C	YLR021W	none	none	none
YOR157C	YBR173C	YDR179W-A	none	none	none
YOR157C	YPL144W	YLR021W	none	none	none
YOR157C	YPL144W	YDR179W-A	none	none	none
YOR157C	YLR021W	YDR179W-A	none	none	none
YIL153W	YHR205W	YEL012W	none	none	none
YGL181W	YIL122W	YHR177W	none	none	none
YBR195C	YNL206C	YOR038C	none	none	none
YBR195C	YNL206C	YGL253W	none	none	none
YLL001W	YIL153W	YHR205W	none	none	none
YOL009C	YAL048C	YGL219C	none	none	none
YCR052W	YFL033C	YMR037C	none	none	none
YBR041W	YLR144C	YML013W	none	none	none
YBR041W	YHR072W	YLR056W	none	none	none
YBR041W	YHR072W	YMR015C	none	none	none
YHL027W	YDR043C	YOR275C	none	none	none
YNL151C	YDR005C	YDR075W	none	none	none
YBL041W	YCR076C	YBR173C	none	none	none
YBL041W	YCR076C	YDL020C	none	none	none
YBL041W	YBR173C	YDL020C	none	none	none
YBL041W	YCR073C	YJL128C	none	none	none
YBL041W	YER105C	YJR042W	none	none	none
YBL041W	YER105C	YDL207W	none	none	none
YBL041W	YBR173C	YLR199C	none	none	none
YBL041W	YBR173C	YPL144W	none	none	none
YBL041W	YBR173C	YLR021W	none	none	none
YBL041W	YDL020C	YLR024C	none	none	none
YDL056W	YIL131C	YER040W	none	none	none
YPL161C	YHR061C	YDR309C	none	none	none
YER059W	YMR165C	YOL001W	none	none	none
YNL265C	YPR173C	YLR181C	none	none	none
YNL265C	YPR173C	YKL041W	none	none	none
YNL265C	YLR181C	YDR486C	none	none	none
YER032W	YLR144C	YML013W	none	none	none
YGR277C	YPL060W	YIL083C	none	none	none
YGR277C	YPL060W	YOR334W	none	none	none
YDR084C	YPR185W	YGL167C	none	none	none
YER162C	YMR201C	YKL011C	none	none	none
YER162C	YGL167C	YDR245W	none	none	none
YER162C	YGL167C	YPR185W	none	none	none
YER162C	YGL167C	YGR231C	none	none	none
YLR371W	YDL203C	YNL127W	none	none	none
YLR371W	YDL203C	YGR058W	none	none	none
YLR371W	YDL085W	YBL020W	none	none	none
YHR083W	YOL009C	YOL026C	none	none	none
YHR083W	YOL009C	YGL219C	none	none	none
YBR065C	YKL095W	YDR088C	none	none	none
YBR065C	YPR101W	YCR063W	none	none	none
YBR065C	YKL095W	YCR063W	none	none	none
YBR065C	YKL095W	YKL067W	none	none	none
YJL149W	YML051W	YML088W	none	none	none
YJL149W	YML051W	YGR146C	none	none	none
YOR043W	YPR030W	YNL094W	none	none	none
YOR043W	YPR030W	YDR343C	none	none	none
YOR043W	YNL094W	YMR105C	none	none	none
YOR043W	YMR037C	YFL033C	none	none	none
YJL183W	YHR036W	YGL247W	none	none	none
YER092W	YLR052W	YNL215W	none	none	none
YER092W	YOR189W	YNL215W	none	none	none
YKR029C	YBR195C	YPL022W	none	none	none
YHR058C	YIL027C	YOL005C	none	none	none
YHR058C	YIL027C	YMR272C	none	none	none
YLR033W	YPL227C	YKL008C	none	none	none
YLR033W	YPL227C	YMR272C	none	none	none
YLR033W	YPL117C	YMR256C	none	none	none
YPR168W	YOR194C	YML015C	none	none	none
YBR179C	YOR124C	YGR061C	none	none	none
YPL101W	YML098W	YMR275C	none	none	none
YIR033W	YOL126C	YML055W	none	none	none
YIR033W	YOL126C	YDR434W	none	none	none
YIR033W	YOL126C	YGL225W	none	none	none
YIR033W	YOL126C	YBR029C	none	none	none
YIR033W	YOL126C	YCR068W	none	none	none
YIR033W	YOL126C	YPR159C-A	none	none	none
YIR033W	YML055W	YDR434W	none	none	none
YIR033W	YML055W	YGL225W	none	none	none
YIR033W	YML055W	YBR029C	none	none	none
YIR033W	YML055W	YCR068W	none	none	none
YIR033W	YML055W	YPR159C-A	none	none	none
YIR033W	YDR434W	YGL225W	none	none	none
YIR033W	YDR434W	YBR029C	none	none	none
YIR033W	YDR434W	YCR068W	none	none	none
YIR033W	YDR434W	YPR159C-A	none	none	none
YIR033W	YGL225W	YBR029C	none	none	none
YIR033W	YGL225W	YCR068W	none	none	none
YIR033W	YGL225W	YPR159C-A	none	none	none
YIR033W	YBR029C	YCR068W	none	none	none
YIR033W	YBR029C	YPR159C-A	none	none	none
YIR033W	YCR068W	YPR159C-A	none	none	none
YIR033W	YML055W	YER019C-A	none	none	none
YIR033W	YBR029C	YCR061W	none	none	none
YKL195W	YIR037W	YDL217C	none	none	none
YKL195W	YJR104C	YNL020C	none	none	none
YKL195W	YGR033C	YPL098C	none	none	none
YGR129W	YKL095W	YCR063W	none	none	none
YGR129W	YDR482C	YCR063W	none	none	none
YGR129W	YDR482C	YJL203W	none	none	none
YGR129W	YKR086W	YDR088C	none	none	none
YGL045W	YNL294C	YOR030W	none	none	none
YGL045W	YNL294C	YMR063W	none	none	none
YOR260W	YNL265C	YPR173C	none	none	none
YBR085W	YGL167C	YGR231C	none	none	none
YBR085W	YGL167C	YIL146C	none	none	none
YBR085W	YCR061W	YLL048C	none	none	none
YMR105C	YDL059C	YKL127W	none	none	none
YLR368W	YML051W	YOR370C	none	none	none
YBR193C	YLR295C	YLR393W	none	none	none
YBR290W	YPL227C	YMR272C	none	none	none
YBR290W	YGL012W	YMR015C	none	none	none
YER107C	YDL207W	YML103C	none	none	none
YER107C	YDL207W	YBL079W	none	none	none
YER107C	YML103C	YBL079W	none	none	none
YER107C	YER105C	YGL092W	none	none	none
YER107C	YER105C	YJR042W	none	none	none
YER107C	YER105C	YKR082W	none	none	none
YER107C	YDL207W	YGL092W	none	none	none
YER107C	YDL207W	YKR082W	none	none	none
YER107C	YML103C	YGL092W	none	none	none
YER107C	YML103C	YKR082W	none	none	none
YER107C	YML103C	YGL247W	none	none	none
YER107C	YBL079W	YGL092W	none	none	none
YOR211C	YDR276C	YBR036C	none	none	none
YNL076W	YBL103C	YIR023W	none	none	none
YPL085W	YCR067C	YNL049C	none	none	none
YPL085W	YCR067C	YIL051C	none	none	none
YPL085W	YNL049C	YIL051C	none	none	none
YPL085W	YNL049C	YDR517W	none	none	none
YPL085W	YIL051C	YDR374C	none	none	none
YPR032W	YAL030W	YDR027C	none	none	none
YPR032W	YAL030W	YJL204C	none	none	none
YEL036C	YBR290W	YGR231C	none	none	none
YEL036C	YBR290W	YGL167C	none	none	none
YEL036C	YGR231C	YGL167C	none	none	none
YEL036C	YBR290W	YHR133C	none	none	none
YEL036C	YBR290W	YPL227C	none	none	none
YEL036C	YGR231C	YGL016W	none	none	none
YEL036C	YGL167C	YPR185W	none	none	none
YEL036C	YGL167C	YIL146C	none	none	none
YGL022W	YER019C-A	YDR074W	none	none	none
YJL128C	YCR073C	YNL053W	none	none	none
YJL128C	YCR073C	YCL043C	none	none	none
YJL128C	YCR073C	YOR018W	none	none	none
YJL128C	YCR073C	YHR157W	none	none	none
YJL128C	YCR073C	YDR524C	none	none	none
YJR065C	YPL022W	YGR087C	none	none	none
YJR065C	YLR203C	YGR222W	none	none	none
YAR033W	YPR198W	YOR079C	none	none	none
YLR203C	YLR067C	YER153C	none	none	none
YDR049W	YPL009C	YKL204W	none	none	none
YDR049W	YPL009C	YML013W	none	none	none
YDR049W	YKL204W	YML013W	none	none	none
YML019W	YMR307W	YFL025C	none	none	none
YGL141W	YKR064W	YCL017C	none	none	none
YJL002C	YER019C-A	YDR074W	none	none	none
YGR033C	YDL217C	YPL098C	none	none	none
YNL242W	YPR185W	YPL166W	none	none	none
YNL242W	YPR185W	YER089C	none	none	none
YNL242W	YGL167C	YDR245W	none	none	none
YNL242W	YGL167C	YGR231C	none	none	none
YGL197W	YLR377C	YBR101C	none	none	none
YGL197W	YIL051C	YPL085W	none	none	none
YPR036W	YGR105W	YMR027W	none	none	none
YPR036W	YGR105W	YGR106C	none	none	none
YPR036W	YMR027W	YGR106C	none	none	none
YPR036W	YER005W	YJL004C	none	none	none
YPR036W	YGR105W	YMR123W	none	none	none
YOL115W	YCR035C	YOR076C	none	none	none
YLR056W	YNL280C	YHR190W	none	none	none
YLR056W	YNL280C	YGL012W	none	none	none
YDL074C	YNL153C	YGL058W	none	none	none
YDL074C	YNL153C	YLR212C	none	none	none
YDL074C	YGL058W	YHR111W	none	none	none
YLR200W	YDR393W	YOR329C	none	none	none
YLR200W	YDR393W	YOR195W	none	none	none
YKL059C	YDR228C	YJR141W	none	none	none
YKL059C	YGL044C	YJR141W	none	none	none
YKL059C	YGL044C	YMR039C	none	none	none
YLR452C	YMR004W	YDL180W	none	none	none
YLR452C	YMR004W	YDL186W	none	none	none
YLR452C	YMR004W	YNL327W	none	none	none
YLR452C	YMR004W	YEL025C	none	none	none
YLR452C	YDL180W	YDL186W	none	none	none
YLR452C	YDL180W	YNL327W	none	none	none
YLR452C	YDL180W	YEL025C	none	none	none
YLR452C	YDL186W	YNL327W	none	none	none
YLR452C	YDL186W	YEL025C	none	none	none
YLR452C	YNL327W	YEL025C	none	none	none
YLR452C	YMR004W	YKL214C	none	none	none
YLR452C	YMR004W	YOR047C	none	none	none
YLR452C	YMR004W	YML051W	none	none	none
YLR452C	YLR457C	YHR172W	none	none	none
YML130C	YCL043C	YOL088C	none	none	none
YML130C	YCL043C	YAL023C	none	none	none
YML130C	YOL088C	YAL023C	none	none	none
YML130C	YML067C	YGL027C	none	none	none
YML130C	YCL043C	YOL126C	none	none	none
YML130C	YOL088C	YOR124C	none	none	none
YML130C	YAL023C	YDR057W	none	none	none
YML130C	YAL023C	YDR411C	none	none	none
YLR243W	YOR262W	YDR527W	none	none	none
YDR288W	YBR267W	YHR073W	none	none	none
YPL022W	YHR033W	YNL116W	none	none	none
YPL022W	YHR033W	YGR087C	none	none	none
YPL022W	YHR033W	YBR195C	none	none	none
YPL022W	YNL116W	YGR087C	none	none	none
YPL022W	YNL116W	YBR195C	none	none	none
YPL022W	YGR087C	YBR195C	none	none	none
YPL022W	YNL116W	YLR215C	none	none	none
YPL022W	YBR195C	YNL206C	none	none	none
YPL022W	YOR368W	YCR066W	none	none	none
YMR272C	YIL027C	YBR004C	none	none	none
YOR201C	YJL128C	YNR031C	none	none	none
YOR201C	YJL128C	YNL053W	none	none	none
YOR201C	YDR466W	YNL099C	none	none	none
YOR201C	YDR466W	YLR228C	none	none	none
YFR019W	YOL001W	YMR165C	none	none	none
YGR203W	YNL314W	YIR023W	none	none	none
YIL084C	YER088C	YHR205W	none	none	none
YIL084C	YDR169C	YHR205W	none	none	none
YFL045C	YDL059C	YKL127W	none	none	none
YPR173C	YHR001W	YKL002W	none	none	none
YPR173C	YHR001W	YKL041W	none	none	none
YPR173C	YHR001W	YOR275C	none	none	none
YPR173C	YHR001W	YKR003W	none	none	none
YPR173C	YHR001W	YER128W	none	none	none
YPR173C	YKL002W	YOR275C	none	none	none
YPR173C	YKL002W	YKR003W	none	none	none
YPR173C	YKL002W	YER128W	none	none	none
YPR173C	YKL041W	YOR275C	none	none	none
YPR173C	YKL041W	YKR003W	none	none	none
YPR173C	YKL041W	YER128W	none	none	none
YPR173C	YOR275C	YKR003W	none	none	none
YPR173C	YOR275C	YER128W	none	none	none
YPR173C	YKR003W	YER128W	none	none	none
YPR173C	YHR001W	YCR021C	none	none	none
YPR173C	YKL002W	YOR047C	none	none	none
YPR173C	YOR275C	YHL027W	none	none	none
YPR173C	YKR003W	YCR021C	none	none	none
YGR120C	YGR082W	YLR168C	none	none	none
YBR049C	YLR176C	YDR110W	none	none	none
YBR049C	YDR110W	YDR026C	none	none	none
YBR049C	YDR110W	YOR249C	none	none	none
YOR076C	YCR035C	YPR189W	none	none	none
YOR076C	YCR035C	YHR041C	none	none	none
YDL087C	YMR288W	YGL174W	none	none	none
YDL087C	YMR288W	YBR237W	none	none	none
YOR125C	YJL068C	YDR204W	none	none	none
YOR125C	YJL068C	YGR255C	none	none	none
YOR125C	YJL068C	YLR290C	none	none	none
YOR125C	YDR204W	YGR255C	none	none	none
YOR125C	YDR204W	YLR290C	none	none	none
YOR125C	YGR255C	YLR290C	none	none	none
YOL108C	YHL020C	YLR422W	none	none	none
YOL108C	YHL020C	YCR073C	none	none	none
YOL108C	YLR422W	YLL007C	none	none	none
YOL108C	YBL103C	YIR023W	none	none	none
YOR046C	YDL207W	YML103C	none	none	none
YOR046C	YDL207W	YBL079W	none	none	none
YGR184C	YDL200C	YOR236W	none	none	none
YGR250C	YML051W	YOR370C	none	none	none
YKL008C	YMR298W	YPL227C	none	none	none
YKL008C	YMR298W	YHL003C	none	none	none
YKL008C	YPL227C	YHL003C	none	none	none
YKL008C	YPL227C	YMR272C	none	none	none
YOR085W	YMR200W	YHR101C	none	none	none
YNL048W	YDR459C	YGR216C	none	none	none
YER136W	YKR014C	YAL002W	none	none	none
YER136W	YNL093W	YOR370C	none	none	none
YER136W	YNL304W	YLR190W	none	none	none
YFR050C	YOR042W	YGR268C	none	none	none
YFR050C	YER105C	YDL207W	none	none	none
YFR050C	YBR173C	YPL144W	none	none	none
YFR050C	YBR173C	YLR021W	none	none	none
YGR031W	YIL107C	YLR089C	none	none	none
YOR065W	YML129C	YJL062W-A	none	none	none
YOR065W	YML129C	YIL157C	none	none	none
YOR065W	YML129C	YAR028W	none	none	none
YFL018C	YER017C	YGR231C	none	none	none
YFL018C	YER017C	YCL044C	none	none	none
YFL018C	YER017C	YPR024W	none	none	none
YML015C	YOR194C	YGL016W	none	none	none
YJR050W	YKL095W	YML046W	none	none	none
YJR050W	YKL095W	YDR482C	none	none	none
YJR050W	YKL095W	YKR086W	none	none	none
YJR050W	YML046W	YDR482C	none	none	none
YJR050W	YML046W	YKR086W	none	none	none
YJR050W	YDR482C	YKR086W	none	none	none
YJR050W	YKL095W	YNL245C	none	none	none
YJR050W	YKL095W	YCR063W	none	none	none
YJR050W	YKL095W	YDR163W	none	none	none
YJR050W	YDR482C	YCR063W	none	none	none
YJR050W	YDR482C	YJL203W	none	none	none
YJR050W	YKR086W	YNL245C	none	none	none
YJR050W	YKR086W	YHR167W	none	none	none
YJR050W	YKR086W	YCR063W	none	none	none
YJR050W	YKR086W	YDR088C	none	none	none
YJR050W	YKR086W	YDR163W	none	none	none
YIL136W	YCL044C	YMR115W	none	none	none
YOL005C	YER139C	YIL027C	none	none	none
YOL005C	YER139C	YKL048C	none	none	none
YOL005C	YIL027C	YMR272C	none	none	none
YDL165W	YDR443C	YHR067W	none	none	none
YDL165W	YBL051C	YKR096W	none	none	none
YDL165W	YKL002W	YPR173C	none	none	none
YLR084C	YNL078W	YOR393W	none	none	none
YOR194C	YGL016W	YGR231C	none	none	none
YGL058W	YLR024C	YMR100W	none	none	none
YGL058W	YGR184C	YOR236W	none	none	none
YGL058W	YML101C	YJR118C	none	none	none
YGR061C	YOR124C	YKR094C	none	none	none
YDL134C	YIL153W	YHR205W	none	none	none
YDR339C	YGL006W	YOR004W	none	none	none
YDR339C	YGL006W	YLL048C	none	none	none
YDR339C	YGL006W	YOL129W	none	none	none
YDR339C	YGL006W	YJL105W	none	none	none
YDR339C	YGL006W	YPL006W	none	none	none
YAL010C	YGL219C	YNL070W	none	none	none
YAL010C	YAL048C	YLR072W	none	none	none
YAL010C	YGL219C	YLR368W	none	none	none
YAL010C	YGL219C	YLR072W	none	none	none
YAL010C	YGL219C	YHR117W	none	none	none
YDL207W	YML103C	YGL247W	none	none	none
YNL127W	YKR055W	YOL128C	none	none	none
YGR158C	YLR398C	YOR293W	none	none	none
YGR158C	YNR024W	YIL079C	none	none	none
YDR071C	YBR125C	YLR066W	none	none	none
YDR071C	YER089C	YPR185W	none	none	none
YDR175C	YJL131C	YDR494W	none	none	none
YPL063W	YEL024W	YIL022W	none	none	none
YPL063W	YEL024W	YML054C	none	none	none
YPL063W	YEL024W	YKR065C	none	none	none
YPL063W	YEL024W	YGL018C	none	none	none
YPL063W	YIL022W	YML054C	none	none	none
YPL063W	YIL022W	YGL018C	none	none	none
YPL063W	YML054C	YKR065C	none	none	none
YPL063W	YML054C	YGL018C	none	none	none
YPL063W	YKR065C	YGL018C	none	none	none
YPL063W	YEL024W	YNL052W	none	none	none
YPL063W	YEL024W	YCL017C	none	none	none
YPL063W	YEL024W	YBR255C-A	none	none	none
YPL063W	YLR203C	YJR065C	none	none	none
YPL063W	YKR065C	YCL057C-A	none	none	none
YER040W	YFL021W	YGL167C	none	none	none
YER040W	YGL167C	YGR231C	none	none	none
YDL167C	YBR212W	YBL081W	none	none	none
YPL078C	YNL048W	YBR110W	none	none	none
YIL140W	YJR092W	YDL225W	none	none	none
YHR208W	YNL071W	YCR079W	none	none	none
YOL070C	YOR127W	YDR309C	none	none	none
YKR082W	YER105C	YDL207W	none	none	none
YKR082W	YER105C	YML103C	none	none	none
YKR082W	YDL207W	YML103C	none	none	none
YKR082W	YDL207W	YOR046C	none	none	none
YKR082W	YDL207W	YBL079W	none	none	none
YKR082W	YML103C	YGL247W	none	none	none
YKR082W	YHR036W	YGL247W	none	none	none
YCR073W-A	YLR028C	YNR034W	none	none	none
YCL017C	YOR251C	YKR064W	none	none	none
YBL056W	YPR185W	YER089C	none	none	none
YLL063C	YMR015C	YGL012W	none	none	none
YJR042W	YOR176W	YKR082W	none	none	none
YJR042W	YOR176W	YER105C	none	none	none
YJR042W	YOR176W	YDR458C	none	none	none
YJR042W	YKR082W	YER105C	none	none	none
